geography,geographic_area_name,total_population,agesex_male_total,agesex_female_total,agesex_male_kids,agesex_male_adults,agesex_female_kids,agesex_female_adults,agesex_kid_total,agesex_adult_total,income_total_population_determined,income_low_income,income_high_income,income_unknown_income,race_total_population_determined,race_black-african_american,race_hispanic-latino,race_white,race_other_race,race_unknown_race
0500000US42041,"Cumberland County, Pennsylvania",257333,128367,128966,31026,97341,29863,99103,60889,196444,243950,42828,201122,13383,243950,8570,10209,206890,18281,13383
0500000US42043,"Dauphin County, Pennsylvania",284199,138772,145427,36169,102603,34376,111051,70545,213654,279554,68979,210575,4645,279554,53285,28151,178541,19577,4645
0500000US42045,"Delaware County, Pennsylvania",573883,277813,296070,74339,203474,70789,225281,145128,428755,553285,114028,439257,20598,553285,120576,22295,360251,50163,20598
0500000US42047,"Elk County, Pennsylvania",31037,15813,15224,3434,12379,3234,11990,6668,24369,30634,7162,23472,403,30634,165,246,29532,691,403
0500000US42049,"Erie County, Pennsylvania",271903,135031,136872,34241,100790,32685,104187,66926,204977,258780,81486,177294,13123,258780,16488,11896,216372,14024,13123
0500000US42051,"Fayette County, Pennsylvania",129443,64634,64809,14189,50445,13426,51383,27615,101828,124503,39830,84673,4940,124503,4279,1519,114200,4505,4940
0500000US42053,"Forest County, Pennsylvania",7121,4838,2283,407,4431,208,2075,615,6506,4289,1430,2859,2832,4289,0,97,3915,277,2832
0500000US42055,"Franklin County, Pennsylvania",155592,76683,78909,19799,56884,18812,60097,38611,116981,153466,37169,116297,2126,153466,5517,9579,133199,5171,2126
0500000US42057,"Fulton County, Pennsylvania",14529,7418,7111,1634,5784,1558,5553,3192,11337,14478,3837,10641,51,14478,185,188,13770,335,51
0500000US42059,"Greene County, Pennsylvania",36248,19019,17229,4212,14807,3927,13302,8139,28109,32746,8722,24024,3502,32746,128,312,31333,973,3502
0500000US42061,"Huntingdon County, Pennsylvania",44458,23939,20519,4702,19237,4701,15818,9403,35055,38963,11195,27768,5495,38963,305,533,37054,1071,5495
0500000US42063,"Indiana County, Pennsylvania",83620,41960,41660,9883,32077,9782,31878,19665,63955,78184,23666,54518,5436,78184,783,792,73987,2622,5436
0500000US42065,"Jefferson County, Pennsylvania",44491,22300,22191,5431,16869,5105,17086,10536,33955,43655,14640,29015,836,43655,152,410,42199,894,836
0500000US42067,"Juniata County, Pennsylvania",23607,11769,11838,2862,8907,2975,8863,5837,17770,23339,6199,17140,268,23339,269,951,21772,347,268
0500000US42069,"Lackawanna County, Pennsylvania",215529,105327,110202,26006,79321,24525,85677,50531,164998,207975,56853,151122,7554,207975,5215,17888,172938,11934,7554
0500000US42071,"Lancaster County, Pennsylvania",550480,271142,279338,74279,196863,70601,208737,144880,405600,538672,113385,425287,11808,538672,21109,60014,434818,22731,11808
0500000US42073,"Lawrence County, Pennsylvania",86311,41971,44340,9704,32267,9787,34553,19491,66820,84136,24791,59345,2175,84136,2902,1341,76665,3228,2175
0500000US42075,"Lebanon County, Pennsylvania",142486,70403,72083,18560,51843,17698,54385,36258,106228,138899,34180,104719,3587,138899,2846,19921,111478,4654,3587
0500000US42077,"Lehigh County, Pennsylvania",372492,183345,189147,48927,134418,46391,142756,95318,277174,363394,94510,268884,9098,363394,26153,97003,223705,16533,9098
0500000US42079,"Luzerne County, Pennsylvania",324825,161716,163109,37527,124189,36002,127107,73529,251296,313228,93763,219465,11597,313228,14371,44280,248187,6390,11597
0500000US42081,"Lycoming County, Pennsylvania",114274,56271,58003,13811,42460,13075,44928,26886,87388,107625,30761,76864,6649,107625,4730,2218,96456,4221,6649
0500000US42083,"McKean County, Pennsylvania",40652,21174,19478,4902,16272,4433,15045,9335,31317,37803,12265,25538,2849,37803,103,574,36055,1071,2849
0500000US42085,"Mercer County, Pennsylvania",111216,55310,55906,13120,42190,11821,44085,24941,86275,104210,29910,74300,7006,104210,5527,1281,94154,3248,7006
0500000US42087,"Mifflin County, Pennsylvania",46156,22723,23433,5735,16988,5602,17831,11337,34819,45425,14448,30977,731,45425,267,774,43269,1115,731
0500000US42089,"Monroe County, Pennsylvania",168128,83776,84352,19655,64121,19075,65277,38730,129398,165844,39835,126009,2284,165844,23367,28857,105168,8452,2284
0500000US42091,"Montgomery County, Pennsylvania",850890,416645,434245,104230,312415,100099,334146,204329,646561,829578,110177,719401,21312,829578,72237,45458,618674,93209,21312
0500000US42093,"Montour County, Pennsylvania",18198,8883,9315,2236,6647,1920,7395,4156,14042,17346,3983,13363,852,17346,149,470,15877,850,852
0500000US42095,"Northampton County, Pennsylvania",311359,154087,157272,37583,116504,34961,122311,72544,238815,300063,60222,239841,11296,300063,17402,43162,225114,14385,11296
0500000US42097,"Northumberland County, Pennsylvania",91853,46597,45256,10357,36240,9597,35659,19954,71899,88023,26694,61329,3830,88023,743,3344,81938,1998,3830
0500000US42099,"Perry County, Pennsylvania",45879,23358,22521,5709,17649,5065,17456,10774,35105,45259,9874,35385,620,45259,332,966,42812,1149,620
0500000US42101,"Philadelphia County, Pennsylvania",1596865,759619,837246,199391,560228,193528,643718,392919,1203946,1554202,620343,933859,42663,1554202,638546,242005,519435,154216,42663
0500000US42103,"Pike County, Pennsylvania",58345,29783,28562,6275,23508,5319,23243,11594,46751,57946,12840,45106,399,57946,3656,6686,45633,1971,399
0500000US42105,"Potter County, Pennsylvania",16478,8245,8233,1905,6340,1819,6414,3724,12754,16227,5082,11145,251,16227,60,235,15564,368,251
0500000US42107,"Schuylkill County, Pennsylvania",143308,73926,69382,16173,57753,15185,54197,31358,111950,135952,39231,96721,7356,135952,1163,6775,125148,2866,7356
0500000US42109,"Snyder County, Pennsylvania",39877,19921,19956,5223,14698,4940,15016,10163,29714,37434,9308,28126,2443,37434,148,758,35880,648,2443
0500000US42111,"Somerset County, Pennsylvania",74331,39016,35315,7716,31300,7150,28165,14866,59465,69162,18290,50872,5169,69162,94,795,66578,1695,5169
0500000US42113,"Sullivan County, Pennsylvania",5935,3130,2805,450,2680,327,2478,777,5158,5730,1589,4141,205,5730,193,109,5326,102,205
0500000US42115,"Susquehanna County, Pennsylvania",38892,19594,19298,4085,15509,4033,15265,8118,30774,38415,10641,27774,477,38415,199,678,36814,724,477
0500000US42117,"Tioga County, Pennsylvania",41089,20586,20503,4915,15671,4439,16064,9354,31735,40613,12752,27861,476,40613,273,496,39045,799,476
0500000US42119,"Union County, Pennsylvania",43094,23858,19236,5359,18499,4771,14465,10130,32964,34501,8282,26219,8593,34501,435,1370,31830,866,8593
0500000US42121,"Venango County, Pennsylvania",50810,25265,25545,5575,19690,5225,20320,10800,40010,49672,14963,34709,1138,49672,458,498,47304,1412,1138
0500000US42123,"Warren County, Pennsylvania",38791,19565,19226,4327,15238,4018,15208,8345,30446,38151,10703,27448,640,38151,243,428,36405,1075,640
0500000US42125,"Washington County, Pennsylvania",209090,103313,105777,23650,79663,22892,82885,46542,162548,203921,41282,162639,5169,203921,6260,3667,186679,7315,5169
0500000US42127,"Wayne County, Pennsylvania",51244,27476,23768,4968,22508,4470,19298,9438,41806,47474,12061,35413,3770,47474,259,1946,43967,1302,3770
0500000US42129,"Westmoreland County, Pennsylvania",355107,174986,180121,37660,137326,35690,144431,73350,281757,347950,74731,273219,7157,347950,7681,4507,323909,11853,7157
0500000US42131,"Wyoming County, Pennsylvania",26389,13355,13034,3068,10287,2795,10239,5863,20526,25520,5862,19658,869,25520,106,485,24323,606,869
0500000US42133,"York County, Pennsylvania",454605,225948,228657,57589,168359,54256,174401,111845,342760,445469,91457,354012,9136,445469,25999,36306,364905,18259,9136
0500000US44001,"Bristol County, Rhode Island",50672,24574,26098,5970,18604,6310,19788,12280,38392,46778,5882,40896,3894,46778,507,1562,42322,2387,3894
0500000US44003,"Kent County, Rhode Island",169345,82525,86820,17923,64602,17123,69697,35046,134299,167921,29664,138257,1424,167921,3330,9650,145633,9308,1424
0500000US44005,"Newport County, Rhode Island",85525,42359,43166,8436,33923,8284,34882,16720,68805,81471,13447,68024,4054,81471,3403,4729,69098,4241,4054
0500000US44007,"Providence County, Rhode Island",656672,321795,334877,80039,241756,77089,257788,157128,499544,630220,174114,456106,26452,630220,57438,154022,371378,47382,26452
0500000US44009,"Washington County, Rhode Island",129735,63030,66705,13743,49287,13990,52715,27733,102002,123924,19019,104905,5811,123924,1073,3869,112778,6204,5811
0500000US45001,"Abbeville County, South Carolina",24374,11760,12614,2971,8789,2804,9810,5775,18599,23678,8346,15332,696,23678,6362,403,16183,730,696
0500000US45003,"Aiken County, South Carolina",168045,81289,86756,20391,60898,19900,66856,40291,127754,165389,49072,116317,2656,165389,40773,10012,108074,6530,2656
0500000US45005,"Allendale County, South Carolina",8304,4491,3813,1237,3254,739,3074,1976,6328,7400,3959,3441,904,7400,5678,240,1414,68,904
0500000US45007,"Anderson County, South Carolina",202223,97903,104320,25938,71965,25236,79084,51174,151049,199597,63077,136520,2626,199597,30805,8137,152914,7741,2626
0500000US45009,"Bamberg County, South Carolina",13525,6506,7019,2056,4450,1521,5498,3577,9948,12809,4946,7863,716,12809,7718,264,4669,158,716
0500000US45011,"Barnwell County, South Carolina",20801,10137,10664,2897,7240,2729,7935,5626,15175,20509,10010,10499,292,20509,9530,545,10363,71,292
0500000US45013,"Beaufort County, South Carolina",186007,91573,94434,20748,70825,18759,75675,39507,146500,180969,41943,139026,5038,180969,30473,19907,123503,7086,5038
0500000US45015,"Berkeley County, South Carolina",224806,112085,112721,31118,80967,28492,84229,59610,165196,220922,58708,162214,3884,220922,52240,15450,138127,15105,3884
0500000US45017,"Calhoun County, South Carolina",14198,7001,7197,1616,5385,1314,5883,2930,11268,13983,4500,9483,215,13983,5523,563,7613,284,215
0500000US45019,"Charleston County, South Carolina",404946,196777,208169,45808,150969,44292,163877,90100,314846,394290,99303,294987,10656,394290,100400,20761,256189,16940,10656
0500000US45021,"Cherokee County, South Carolina",56204,27345,28859,7390,19955,7149,21710,14539,41665,55365,21899,33466,839,55365,10818,2644,39677,2226,839
0500000US45023,"Chester County, South Carolina",32273,15727,16546,4304,11423,3874,12672,8178,24095,32055,13177,18878,218,32055,11850,713,18616,876,218
0500000US45025,"Chesterfield County, South Carolina",43655,21332,22323,5463,15869,4975,17348,10438,33217,43131,16698,26433,524,43131,13455,2023,25729,1924,524
0500000US45027,"Clarendon County, South Carolina",31613,15616,15997,3546,12070,3212,12785,6758,24855,30338,11641,18697,1275,30338,13876,997,14698,767,1275
0500000US45029,"Colleton County, South Carolina",38520,18448,20072,4408,14040,4934,15138,9342,29178,37548,16114,21434,972,37548,13602,1398,20816,1732,972
0500000US45031,"Darlington County, South Carolina",63433,30165,33268,8068,22097,7715,25553,15783,47650,62308,26224,36084,1125,62308,25856,1385,33689,1378,1125
0500000US45033,"Dillon County, South Carolina",28527,13546,14981,4002,9544,3838,11143,7840,20687,28103,14319,13784,424,28103,13393,830,12595,1285,424
0500000US45035,"Dorchester County, South Carolina",160180,78394,81786,21849,56545,21059,60727,42908,117272,157586,38248,119338,2594,157586,39006,9197,99588,9795,2594
0500000US45037,"Edgefield County, South Carolina",25938,13953,11985,2828,11125,2550,9435,5378,20560,23683,8546,15137,2255,23683,7726,1332,13979,646,2255
0500000US45039,"Fairfield County, South Carolina",21186,10164,11022,2448,7716,2198,8824,4646,16540,20970,8470,12500,216,20970,12006,507,8018,439,216
0500000US45041,"Florence County, South Carolina",137276,64585,72691,18261,46324,17672,55019,35933,101343,134265,47301,86964,3011,134265,57278,3887,68168,4932,3011
0500000US45043,"Georgetown County, South Carolina",62992,30073,32919,6575,23498,5970,26949,12545,50447,62420,19113,43307,572,62420,19104,2005,40500,811,572
0500000US45045,"Greenville County, South Carolina",519178,253137,266041,67815,185322,65199,200842,133014,386164,507454,126532,380922,11724,507454,86992,49486,341597,29379,11724
0500000US45047,"Greenwood County, South Carolina",69338,32522,36816,8691,23831,9005,27811,17696,51642,66816,25164,41652,2522,66816,21255,4316,39457,1788,2522
0500000US45049,"Hampton County, South Carolina",19227,9892,9335,2465,7427,2267,7068,4732,14495,18169,8597,9572,1058,18169,9557,642,7541,429,1058
0500000US45051,"Horry County, South Carolina",344865,167119,177746,35431,131688,33989,143757,69420,275445,339455,105786,233669,5410,339455,42251,21147,261868,14189,5410
0500000US45053,"Jasper County, South Carolina",28363,14162,14201,3353,10809,2996,11205,6349,22014,27435,10572,16863,928,27435,10545,3788,12384,718,928
0500000US45055,"Kershaw County, South Carolina",64989,31840,33149,8524,23316,7855,25294,16379,48610,64770,19469,45301,219,64770,15129,3204,44015,2422,219
0500000US45057,"Lancaster County, South Carolina",94653,46178,48475,11265,34913,10797,37678,22062,72591,92421,24962,67459,2232,92421,18163,5587,64877,3794,2232
0500000US45059,"Laurens County, South Carolina",67148,32931,34217,8902,24029,7880,26337,16782,50366,65125,24391,40734,2023,65125,14812,3528,43822,2963,2023
0500000US45061,"Lee County, South Carolina",16730,8629,8101,1896,6733,1718,6383,3614,13116,15382,7876,7506,1348,15382,9714,364,5013,291,1348
0500000US45063,"Lexington County, South Carolina",291723,142762,148961,37803,104959,36074,112887,73877,217846,288748,77661,211087,2975,288748,42453,18227,212523,15545,2975
0500000US45065,"McCormick County, South Carolina",9584,5265,4319,696,4569,503,3816,1199,8385,8526,2512,6014,1058,8526,3598,53,4607,268,1058
0500000US45067,"Marion County, South Carolina",29585,13518,16067,3687,9831,3947,12120,7634,21951,29184,15000,14184,401,29184,16665,778,11159,582,401
0500000US45069,"Marlboro County, South Carolina",26912,14201,12711,3223,10978,2796,9915,6019,20893,24395,11699,12696,2517,24395,11940,644,9825,1986,2517
0500000US45071,"Newberry County, South Carolina",37842,18501,19341,4652,13849,4767,14574,9419,28423,36757,12690,24067,1085,36757,11169,2936,22150,502,1085
0500000US45073,"Oconee County, South Carolina",77932,38481,39451,8706,29775,8487,30964,17193,60739,77146,24662,52484,786,77146,5335,4428,64960,2423,786
0500000US45075,"Orangeburg County, South Carolina",84909,39784,45125,10802,28982,10725,34400,21527,63382,82106,36880,45226,2803,82106,50440,1962,27579,2125,2803
0500000US45077,"Pickens County, South Carolina",129617,64979,64638,16774,48205,15209,49429,31983,97634,122863,41200,81663,6754,122863,7433,4963,104923,5544,6754
0500000US45079,"Richland County, South Carolina",414719,200618,214101,56718,143900,53625,160476,110343,304376,385883,122217,263666,28836,385883,187194,19163,156128,23398,28836
0500000US45081,"Saluda County, South Carolina",19008,9732,9276,2672,7060,2020,7256,4692,14316,18745,7662,11083,263,18745,4602,2892,10963,288,263
0500000US45083,"Spartanburg County, South Carolina",322864,157598,165266,42736,114862,41432,123834,84168,238696,315476,97085,218391,7388,315476,62852,23362,212935,16327,7388
0500000US45085,"Sumter County, South Carolina",105537,51429,54108,14625,36804,13462,40646,28087,77450,103127,38709,64418,2410,103127,47545,4339,45821,5422,2410
0500000US45087,"Union County, South Carolina",27306,12937,14369,3230,9707,3244,11125,6474,20832,26900,11047,15853,406,26900,8035,478,17257,1130,406
0500000US45089,"Williamsburg County, South Carolina",31279,14880,16399,3541,11339,3643,12756,7184,24095,29747,13068,16679,1532,29747,19201,434,9525,587,1532
0500000US45091,"York County, South Carolina",276569,134094,142475,37485,96609,36557,105918,74042,202527,272168,58781,213387,4401,272168,50930,16459,188610,16169,4401
0500000US46003,"Aurora County, South Dakota",2649,1425,1224,412,1013,366,858,778,1871,2514,564,1950,135,2514,7,159,2293,55,135
0500000US46005,"Beadle County, South Dakota",18959,9568,9391,2729,6839,2807,6584,5536,13423,18688,5689,12999,271,18688,177,2123,13916,2472,271
0500000US46007,"Bennett County, South Dakota",3411,1642,1769,630,1012,812,957,1442,1969,3338,1870,1468,73,3338,5,261,1078,1994,73
0500000US46009,"Bon Homme County, South Dakota",7020,4214,2806,726,3488,696,2110,1422,5598,5520,1661,3859,1500,5520,35,55,5185,245,1500
0500000US46011,"Brookings County, South Dakota",34315,17523,16792,4940,12583,5132,11660,10072,24243,30769,8116,22653,3546,30769,400,1149,27377,1843,3546
0500000US46013,"Brown County, South Dakota",38471,19051,19420,4957,14094,5196,14224,10153,28318,37447,8502,28945,1024,37447,944,1291,32050,3162,1024
0500000US46015,"Brule County, South Dakota",5247,2659,2588,823,1836,691,1897,1514,3733,5087,1566,3521,160,5087,60,68,4214,745,160
0500000US46017,"Buffalo County, South Dakota",1974,1026,948,445,581,386,562,831,1143,1957,1210,747,17,1957,0,146,273,1538,17
0500000US46019,"Butte County, South Dakota",10167,5067,5100,1416,3651,1385,3715,2801,7366,9990,3249,6741,177,9990,43,415,8916,616,177
0500000US46021,"Campbell County, South Dakota",1548,828,720,272,556,157,563,429,1119,1542,411,1131,6,1542,0,66,1461,15,6
0500000US46023,"Charles Mix County, South Dakota",9346,4684,4662,1564,3120,1492,3170,3056,6290,9043,3844,5199,303,9043,5,373,5466,3199,303
0500000US46025,"Clark County, South Dakota",3791,1921,1870,613,1308,567,1303,1180,2611,3709,1049,2660,82,3709,21,132,3481,75,82
0500000US46027,"Clay County, South Dakota",14816,7303,7513,2456,4847,2304,5209,4760,10056,12418,4654,7764,2398,12418,233,400,10571,1214,2398
0500000US46029,"Codington County, South Dakota",28289,14272,14017,3778,10494,3722,10295,7500,20789,27911,7132,20779,378,27911,261,907,25373,1370,378
0500000US46031,"Corson County, South Dakota",3965,1972,1993,793,1179,799,1194,1592,2373,3943,2360,1583,22,3943,3,18,1064,2858,22
0500000US46033,"Custer County, South Dakota",8360,4164,4196,745,3419,706,3490,1451,6909,8186,2129,6057,174,8186,70,345,7272,499,174
0500000US46035,"Davison County, South Dakota",19944,9861,10083,2563,7298,2679,7404,5242,14702,19010,5818,13192,934,19010,133,717,17184,976,934
0500000US46037,"Day County, South Dakota",5487,2800,2687,696,2104,695,1992,1391,4096,5373,1673,3700,114,5373,4,135,4584,650,114
0500000US46039,"Deuel County, South Dakota",4283,2218,2065,600,1618,498,1567,1098,3185,4237,872,3365,46,4237,0,155,4057,25,46
0500000US46041,"Dewey County, South Dakota",5343,2694,2649,1103,1591,1028,1621,2131,3212,5287,2764,2523,56,5287,11,224,956,4096,56
0500000US46043,"Douglas County, South Dakota",2838,1404,1434,395,1009,405,1029,800,2038,2740,644,2096,98,2740,42,39,2566,93,98
0500000US46045,"Edmunds County, South Dakota",4005,2104,1901,613,1491,446,1455,1059,2946,3887,785,3102,118,3887,11,77,3695,104,118
0500000US46047,"Fall River County, South Dakota",6979,3647,3332,889,2758,534,2798,1423,5556,6777,2442,4335,202,6777,0,110,5682,985,202
0500000US46049,"Faulk County, South Dakota",2157,1003,1154,233,770,369,785,602,1555,2104,601,1503,53,2104,0,20,2025,59,53
0500000US46051,"Grant County, South Dakota",7550,3985,3565,990,2995,825,2740,1815,5735,7467,1634,5833,83,7467,22,364,6886,195,83
0500000US46053,"Gregory County, South Dakota",4004,2095,1909,625,1470,450,1459,1075,2929,3958,1384,2574,46,3958,50,66,3433,409,46
0500000US46055,"Haakon County, South Dakota",1868,824,1044,250,574,280,764,530,1338,1833,670,1163,35,1833,0,0,1725,108,35
0500000US46057,"Hamlin County, South Dakota",6127,3170,2957,1128,2042,1030,1927,2158,3969,5959,1395,4564,168,5959,15,312,5492,140,168
0500000US46059,"Hand County, South Dakota",3061,1576,1485,338,1238,369,1116,707,2354,3010,698,2312,51,3010,6,136,2793,75,51
0500000US46061,"Hanson County, South Dakota",3429,1731,1698,560,1171,593,1105,1153,2276,3424,645,2779,5,3424,0,1,3305,118,5
0500000US46063,"Harding County, South Dakota",1179,648,531,142,506,104,427,246,933,1164,234,930,15,1164,0,14,1046,104,15
0500000US46065,"Hughes County, South Dakota",17829,8791,9038,2450,6341,2140,6898,4590,13239,16702,3402,13300,1127,16702,7,502,13952,2241,1127
0500000US46067,"Hutchinson County, South Dakota",7412,3675,3737,1069,2606,1033,2704,2102,5310,7230,1794,5436,182,7230,0,192,6627,411,182
0500000US46069,"Hyde County, South Dakota",1381,712,669,183,529,150,519,333,1048,1346,254,1092,35,1346,24,48,1230,44,35
0500000US46071,"Jackson County, South Dakota",2868,1410,1458,509,901,468,990,977,1891,2779,1755,1024,89,2779,10,12,949,1808,89
0500000US46073,"Jerauld County, South Dakota",1811,890,921,250,640,187,734,437,1374,1774,319,1455,37,1774,0,127,1566,81,37
0500000US46075,"Jones County, South Dakota",916,408,508,83,325,150,358,233,683,916,249,667,0,916,12,0,739,165,0
0500000US46077,"Kingsbury County, South Dakota",5131,2617,2514,666,1951,663,1851,1329,3802,5048,858,4190,83,5048,0,136,4763,149,83
0500000US46079,"Lake County, South Dakota",11358,5884,5474,1384,4500,1365,4109,2749,8609,10857,2806,8051,501,10857,22,271,10073,491,501
0500000US46081,"Lawrence County, South Dakota",25687,12736,12951,2717,10019,2830,10121,5547,20140,24756,7030,17726,931,24756,213,857,22373,1313,931
0500000US46083,"Lincoln County, South Dakota",63233,31231,32002,9639,21592,9119,22883,18758,44475,62556,7429,55127,677,62556,1382,1543,57340,2291,677
0500000US46085,"Lyman County, South Dakota",3746,1992,1754,652,1340,554,1200,1206,2540,3711,1674,2037,35,3711,0,41,2010,1660,35
0500000US46087,"McCook County, South Dakota",5676,2931,2745,894,2037,792,1953,1686,3990,5529,1009,4520,147,5529,5,224,5157,143,147
0500000US46089,"McPherson County, South Dakota",2245,1088,1157,193,895,307,850,500,1745,2158,574,1584,87,2158,30,10,2067,51,87
0500000US46091,"Marshall County, South Dakota",4373,2282,2091,573,1709,570,1521,1143,3230,4287,791,3496,86,4287,4,372,3507,404,86
0500000US46093,"Meade County, South Dakota",29561,15355,14206,3863,11492,3614,10592,7477,22084,28761,6445,22316,800,28761,384,1193,25167,2017,800
0500000US46095,"Mellette County, South Dakota",1916,942,974,285,657,313,661,598,1318,1845,1159,686,71,1845,0,5,665,1175,71
0500000US46097,"Miner County, South Dakota",2293,1143,1150,262,881,268,882,530,1763,2241,556,1685,52,2241,2,54,2088,97,52
0500000US46099,"Minnehaha County, South Dakota",194884,98866,96018,27824,71042,26487,69531,54311,140573,189439,43233,146206,5445,189439,11625,10076,153865,13873,5445
0500000US46101,"Moody County, South Dakota",6335,3242,3093,963,2279,834,2259,1797,4538,6228,1365,4863,107,6228,55,291,4697,1185,107
0500000US46102,"Oglala Lakota County, South Dakota",13835,6775,7060,2864,3911,2702,4358,5566,8269,13744,9461,4283,91,13744,0,540,555,12649,91
0500000US46103,"Pennington County, South Dakota",108707,55209,53498,14532,40677,13276,40222,27808,80899,105761,26961,78800,2946,105761,1290,5915,83345,15211,2946
0500000US46105,"Perkins County, South Dakota",2977,1510,1467,368,1142,389,1078,757,2220,2938,862,2076,39,2938,0,16,2759,163,39
0500000US46107,"Potter County, South Dakota",2613,1285,1328,342,943,300,1028,642,1971,2528,585,1943,85,2528,4,26,2296,202,85
0500000US46109,"Roberts County, South Dakota",10254,5194,5060,1600,3594,1496,3564,3096,7158,10041,3890,6151,213,10041,41,395,5485,4120,213
0500000US46111,"Sanborn County, South Dakota",2371,1239,1132,357,882,308,824,665,1706,2317,494,1823,54,2317,0,94,2184,39,54
0500000US46115,"Spink County, South Dakota",6408,3301,3107,890,2411,738,2369,1628,4780,6284,1262,5022,124,6284,105,215,5804,160,124
0500000US46117,"Stanley County, South Dakota",2963,1740,1223,444,1296,274,949,718,2245,2947,341,2606,16,2947,17,148,2556,226,16
0500000US46119,"Sully County, South Dakota",1279,729,550,149,580,104,446,253,1026,1273,204,1069,6,1273,9,20,1198,46,6
0500000US46121,"Todd County, South Dakota",9434,4661,4773,2179,2482,2022,2751,4201,5233,9269,7117,2152,165,9269,1,150,634,8484,165
0500000US46123,"Tripp County, South Dakota",5615,2839,2776,754,2085,752,2024,1506,4109,5375,2012,3363,240,5375,34,40,4387,914,240
0500000US46125,"Turner County, South Dakota",8621,4334,4287,1171,3163,1134,3153,2305,6316,8445,2043,6402,176,8445,45,199,8012,189,176
0500000US46127,"Union County, South Dakota",16424,8377,8047,2320,6057,2097,5950,4417,12007,16248,2858,13390,176,16248,64,619,14685,880,176
0500000US46129,"Walworth County, South Dakota",5355,2598,2757,630,1968,700,2057,1330,4025,5279,1407,3872,76,5279,196,105,4148,830,76
0500000US46135,"Yankton County, South Dakota",23213,12162,11051,2775,9387,2735,8316,5510,17703,21798,4608,17190,1415,21798,184,1056,19424,1134,1415
0500000US46137,"Ziebach County, South Dakota",2479,1234,1245,365,869,414,831,779,1700,2473,1522,951,6,2473,0,132,567,1774,6
0500000US47001,"Anderson County, Tennessee",76683,37595,39088,9136,28459,8820,30268,17956,58727,75048,23620,51428,1635,75048,2302,2411,66250,4085,1635
0500000US47003,"Bedford County, Tennessee",49754,24976,24778,7194,17782,6424,18354,13618,36136,49114,16791,32323,640,49114,3148,6514,37376,2076,640
0500000US47005,"Benton County, Tennessee",15872,7740,8132,1825,5915,1822,6310,3647,12225,15727,6282,9445,145,15727,319,378,14436,594,145
0500000US47007,"Bledsoe County, Tennessee",14863,8971,5892,1361,7610,1106,4786,2467,12396,13584,5515,8069,1279,13584,664,394,12243,283,1279
0500000US47009,"Blount County, Tennessee",134042,65371,68671,15368,50003,15019,53652,30387,103655,131991,31777,100214,2051,131991,3076,4833,119200,4882,2051
0500000US47011,"Bradley County, Tennessee",107845,52731,55114,13669,39062,13254,41860,26923,80922,104257,32533,71724,3588,104257,5163,6956,88084,4054,3588
0500000US47013,"Campbell County, Tennessee",39388,19490,19898,4550,14940,4343,15555,8893,30495,38374,15145,23229,1014,38374,78,618,36968,710,1014
0500000US47015,"Cannon County, Tennessee",14309,7129,7180,1750,5379,1598,5582,3348,10961,14153,4205,9948,156,14153,336,363,13213,241,156
0500000US47017,"Carroll County, Tennessee",28370,14096,14274,3738,10358,3328,10946,7066,21304,27451,9436,18015,919,27451,2261,841,23192,1157,919
0500000US47019,"Carter County, Tennessee",56314,27636,28678,5763,21873,5623,23055,11386,44928,54602,20895,33707,1712,54602,947,1082,51670,903,1712
0500000US47021,"Cheatham County, Tennessee",40878,20580,20298,5226,15354,4633,15665,9859,31019,40439,9466,30973,439,40439,541,1476,36828,1594,439
0500000US47023,"Chester County, Tennessee",17278,8343,8935,2199,6144,2402,6533,4601,12677,15917,5599,10318,1361,15917,1716,461,13363,377,1361
0500000US47025,"Claiborne County, Tennessee",31958,15804,16154,3582,12222,3307,12847,6889,25069,30515,12156,18359,1443,30515,128,381,29226,780,1443
0500000US47027,"Clay County, Tennessee",7568,3647,3921,777,2870,906,3015,1683,5885,7483,3307,4176,85,7483,133,129,7069,152,85
0500000US47029,"Cocke County, Tennessee",35896,17585,18311,4179,13406,3919,14392,8098,27798,35338,15334,20004,558,35338,678,958,32790,912,558
0500000US47031,"Coffee County, Tennessee",57227,28243,28984,7757,20486,7406,21578,15163,42064,56559,18173,38386,668,56559,2119,2795,49449,2196,668
0500000US47033,"Crockett County, Tennessee",14012,6851,7161,1933,4918,1852,5309,3785,10227,13811,4992,8819,201,13811,1809,1569,10025,408,201
0500000US47035,"Cumberland County, Tennessee",60568,29646,30922,5912,23734,5594,25328,11506,49062,59846,20528,39318,722,59846,480,1895,56296,1175,722
0500000US47037,"Davidson County, Tennessee",708490,342506,365984,83837,258669,82009,283975,165846,542644,686677,195442,491235,21813,686677,181779,71519,384034,49345,21813
0500000US47039,"Decatur County, Tennessee",11460,5599,5861,1406,4193,1234,4627,2640,8820,11251,4259,6992,209,11251,280,392,10303,276,209
0500000US47041,"DeKalb County, Tennessee",19875,10177,9698,2590,7587,2104,7594,4694,15181,19474,8440,11034,401,19474,316,1619,17052,487,401
0500000US47043,"Dickson County, Tennessee",54000,26549,27451,6915,19634,6513,20938,13428,40572,53405,13632,39773,595,53405,1859,2077,47559,1910,595
0500000US47045,"Dyer County, Tennessee",36975,17838,19137,5017,12821,4850,14287,9867,27108,36384,12645,23739,591,36384,4739,1337,28753,1555,591
